BAIT	id	ms_uniprot_ac	ms_unique_pep	ms_spectral_counts	names	lengths	uniprot_id	Mass
Vector	FU000385	Q01844		9	sp|Q01844|EWS_HUMAN	656	EWS_HUMAN	72160
Vector	FU000385	P25786		2	sp|P25786|PSA1_HUMAN	263	PSA1_HUMAN	28930
Vector	FU000385	Q01130		7	sp|Q01130|SRSF2_HUMAN	221	SRSF2_HUMAN	24310
Vector	FU000385	P07737		1	sp|P07737|PROF1_HUMAN	140	PROF1_HUMAN	15400
Vector	FU000385	P11021		16	sp|P11021|BIP_HUMAN	654	BIP_HUMAN	71940
Vector	FU000385	P07437		5	sp|P07437|TBB5_HUMAN	444	TBB5_HUMAN	48840
Vector	FU000385	O43684		4	sp|O43684|BUB3_HUMAN	328	BUB3_HUMAN	36080
Vector	FU000385	Q12834		1	sp|Q12834|CDC20_HUMAN	499	CDC20_HUMAN	54890
Vector	FU000385	Q9UKT4		8	sp|Q9UKT4|FBX5_HUMAN	447	FBX5_HUMAN	49170
Vector	FU000385	Q9NS86		7	sp|Q9NS86|LANC2_HUMAN	450	LANC2_HUMAN	49500
Vector	FU000385	Q14677		1	sp|Q14677|EPN4_HUMAN	625	EPN4_HUMAN	68750
Vector	FU000385	Q8NC51		8	sp|Q8NC51|PAIRB_HUMAN	408	PAIRB_HUMAN	44880
Vector	FU000385	P10599		34	sp|P10599|THIO_HUMAN	105	THIO_HUMAN	11550
Vector	FU000385	Q9Y3C6		1	sp|Q9Y3C6|PPIL1_HUMAN	166	PPIL1_HUMAN	18260
Vector	FU000385	O95232		25	sp|O95232|LC7L3_HUMAN	432	LC7L3_HUMAN	47520
Vector	FU000385	P33316		6	sp|P33316|DUT_HUMAN	252	DUT_HUMAN	27720
Vector	FU000385	P22314		3	sp|P22314|UBA1_HUMAN	1058	UBA1_HUMAN	116380
Vector	FU000385	P52907		10	sp|P52907|CAZA1_HUMAN	286	CAZA1_HUMAN	31460
Vector	FU000385	P62888		15	sp|P62888|RL30_HUMAN	115	RL30_HUMAN	12650
Vector	FU000385	Q9UHX1		6	sp|Q9UHX1|PUF60_HUMAN	559	PUF60_HUMAN	61490
Vector	FU000385	Q9BW19		1	sp|Q9BW19|KIFC1_HUMAN	673	KIFC1_HUMAN	74030
Vector	FU000385	Q8IY67		7	sp|Q8IY67|RAVR1_HUMAN	606	RAVR1_HUMAN	66660
Vector	FU000385	Q9Y5Y2		3	sp|Q9Y5Y2|NUBP2_HUMAN	271	NUBP2_HUMAN	29810
Vector	FU000385	Q06830		4	sp|Q06830|PRDX1_HUMAN	199	PRDX1_HUMAN	21890
Vector	FU000385	P09874		13	sp|P09874|PARP1_HUMAN	1014	PARP1_HUMAN	111540
Vector	FU000385	P35030		2	sp|P35030|TRY3_HUMAN	304	TRY3_HUMAN	33440
Vector	FU000385	Q9HA64		15	sp|Q9HA64|KT3K_HUMAN	309	KT3K_HUMAN	33990
Vector	FU000385	P42677		5	sp|P42677|RS27_HUMAN	84	RS27_HUMAN	9240
Vector	FU000385	O75937		3	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
Vector	FU000385	P23396		16	sp|P23396|RS3_HUMAN	243	RS3_HUMAN	26730
Vector	FU000385	P62913		7	sp|P62913|RL11_HUMAN	178	RL11_HUMAN	19580
Vector	FU000385	A0A0U1RRE5		3	sp|A0A0U1RRE5|NBDY_HUMAN	68	NBDY_HUMAN	7480
Vector	FU000385	P11142		20	sp|P11142|HSP7C_HUMAN	646	HSP7C_HUMAN	71060
Vector	FU000385	Q6P087		5	sp|Q6P087|RUSD3_HUMAN	351	RUSD3_HUMAN	38610
Vector	FU000385	P63261		1	sp|P63261|ACTG_HUMAN	375	ACTG_HUMAN	41250
Vector	FU000385	Q8N6N6		1	sp|Q8N6N6|NATD1_HUMAN	113	NATD1_HUMAN	12430
Vector	FU000385	P46781		2	sp|P46781|RS9_HUMAN	194	RS9_HUMAN	21340
Vector	FU000385	Q92841		8	sp|Q92841|DDX17_HUMAN	729	DDX17_HUMAN	80190
Vector	FU000385	Q7L014		21	sp|Q7L014|DDX46_HUMAN	1031	DDX46_HUMAN	113410
Vector	FU000385	Q14247		10	sp|Q14247|SRC8_HUMAN	550	SRC8_HUMAN	60500
Vector	FU000385	P10809		17	sp|P10809|CH60_HUMAN	573	CH60_HUMAN	63030
Vector	FU000385	P17812		7	sp|P17812|PYRG1_HUMAN	591	PYRG1_HUMAN	65010
Vector	FU000385	O00458		1	sp|O00458|IFRD1_HUMAN	451	IFRD1_HUMAN	49610
Vector	FU000385	Q96H79		7	sp|Q96H79|ZCCHL_HUMAN	300	ZCCHL_HUMAN	33000
Vector	FU000385	P62249		7	sp|P62249|RS16_HUMAN	146	RS16_HUMAN	16060
Vector	FU000385	Q70Z53		6	sp|Q70Z53|F10C1_HUMAN	315	F10C1_HUMAN	34650
Vector	FU000385	P41223		3	sp|P41223|BUD31_HUMAN	144	BUD31_HUMAN	15840
Vector	FU000385	Q7Z417		2	sp|Q7Z417|NUFP2_HUMAN	695	NUFP2_HUMAN	76450
Vector	FU000385	Q9NSD9		3	sp|Q9NSD9|SYFB_HUMAN	589	SYFB_HUMAN	64790
Vector	FU000385	Q9Y366		1	sp|Q9Y366|IFT52_HUMAN	437	IFT52_HUMAN	48070
Vector	FU000385	P62280		7	sp|P62280|RS11_HUMAN	158	RS11_HUMAN	17380
Vector	FU000385	P49756		7	sp|P49756|RBM25_HUMAN	843	RBM25_HUMAN	92730
Vector	FU000385	P30048		4	sp|P30048|PRDX3_HUMAN	256	PRDX3_HUMAN	28160
Vector	FU000385	Q96EK7		2	sp|Q96EK7|F120B_HUMAN	910	F120B_HUMAN	100100
Vector	FU000385	Q86X55		1	sp|Q86X55|CARM1_HUMAN	608	CARM1_HUMAN	66880
Vector	FU000385	Q13572		4	sp|Q13572|ITPK1_HUMAN	414	ITPK1_HUMAN	45540
Vector	FU000385	P61289		2	sp|P61289|PSME3_HUMAN	254	PSME3_HUMAN	27940
Vector	FU000385	P55769		6	sp|P55769|NH2L1_HUMAN	128	NH2L1_HUMAN	14080
Vector	FU000385	Q15417		13	sp|Q15417|CNN3_HUMAN	329	CNN3_HUMAN	36190
Vector	FU000385	Q15181		2	sp|Q15181|IPYR_HUMAN	289	IPYR_HUMAN	31790
Vector	FU000385	P62701		4	sp|P62701|RS4X_HUMAN	263	RS4X_HUMAN	28930
Vector	FU000385	P50454		3	sp|P50454|SERPH_HUMAN	418	SERPH_HUMAN	45980
Vector	FU000385	Q8IWQ3		6	sp|Q8IWQ3|BRSK2_HUMAN	736	BRSK2_HUMAN	80960
Vector	FU000385	Q5T1H1		1	sp|Q5T1H1|EYS_HUMAN	3165	EYS_HUMAN	348150
Vector	FU000385	P26583		3	sp|P26583|HMGB2_HUMAN	209	HMGB2_HUMAN	22990
Vector	FU000385	Q8IYB5		2	sp|Q8IYB5|SMAP1_HUMAN	467	SMAP1_HUMAN	51370
Vector	FU000385	Q96NC0		2	sp|Q96NC0|ZMAT2_HUMAN	199	ZMAT2_HUMAN	21890
Vector	FU000385	Q9UMS0		2	sp|Q9UMS0|NFU1_HUMAN	254	NFU1_HUMAN	27940
Vector	FU000385	O00571		9	sp|O00571|DDX3X_HUMAN	662	DDX3X_HUMAN	72820
Vector	FU000385	Q5VTL8		16	sp|Q5VTL8|PR38B_HUMAN	546	PR38B_HUMAN	60060
Vector	FU000385	Q92945		17	sp|Q92945|FUBP2_HUMAN	711	FUBP2_HUMAN	78210
Vector	FU000385	Q14807		6	sp|Q14807|KIF22_HUMAN	665	KIF22_HUMAN	73150
Vector	FU000385	Q14657		1	sp|Q14657|LAGE3_HUMAN	143	LAGE3_HUMAN	15730
Vector	FU000385	Q7L4I2		12	sp|Q7L4I2|RSRC2_HUMAN	434	RSRC2_HUMAN	47740
Vector	FU000385	P62851		7	sp|P62851|RS25_HUMAN	125	RS25_HUMAN	13750
Vector	FU000385	P61247		2	sp|P61247|RS3A_HUMAN	264	RS3A_HUMAN	29040
Vector	FU000385	Q15084		9	sp|Q15084|PDIA6_HUMAN	440	PDIA6_HUMAN	48400
Vector	FU000385	Q9BQ61		2	sp|Q9BQ61|TRIR_HUMAN	176	TRIR_HUMAN	19360
Vector	FU000385	Q15185		2	sp|Q15185|TEBP_HUMAN	160	TEBP_HUMAN	17600
Vector	FU000385	Q9Y2S6		4	sp|Q9Y2S6|TMA7_HUMAN	64	TMA7_HUMAN	7040
Vector	FU000385	Q13642		10	sp|Q13642|FHL1_HUMAN	323	FHL1_HUMAN	35530
Vector	FU000385	Q9UG63		1	sp|Q9UG63|ABCF2_HUMAN	623	ABCF2_HUMAN	68530
Vector	FU000385	Q15843		2	sp|Q15843|NEDD8_HUMAN	81	NEDD8_HUMAN	8910
Vector	FU000385	Q9NP64		17	sp|Q9NP64|NO40_HUMAN	241	NO40_HUMAN	26510
Vector	FU000385	Q15366		7	sp|Q15366|PCBP2_HUMAN	365	PCBP2_HUMAN	40150
Vector	FU000385	Q15459		2	sp|Q15459|SF3A1_HUMAN	793	SF3A1_HUMAN	87230
Vector	FU000385	O75400		4	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
Vector	FU000385	O14654		2	sp|O14654|IRS4_HUMAN	1257	IRS4_HUMAN	138270
Vector	FU000385	Q66GS9		1	sp|Q66GS9|CP135_HUMAN	1140	CP135_HUMAN	125400
Vector	FU000385	Q9H857		6	sp|Q9H857|NT5D2_HUMAN	520	NT5D2_HUMAN	57200
Vector	FU000385	P62306		2	sp|P62306|RUXF_HUMAN	86	RUXF_HUMAN	9460
Vector	FU000385	P62937		19	sp|P62937|PPIA_HUMAN	165	PPIA_HUMAN	18150
Vector	FU000385	P30086		3	sp|P30086|PEBP1_HUMAN	187	PEBP1_HUMAN	20570
Vector	FU000385	Q15058		1	sp|Q15058|KIF14_HUMAN	1648	KIF14_HUMAN	181280
Vector	FU000385	P48507		6	sp|P48507|GSH0_HUMAN	274	GSH0_HUMAN	30140
Vector	FU000385	P62847		1	sp|P62847|RS24_HUMAN	133	RS24_HUMAN	14630
Vector	FU000385	P47914		2	sp|P47914|RL29_HUMAN	159	RL29_HUMAN	17490
Vector	FU000385	P32969		6	sp|P32969|RL9_HUMAN	192	RL9_HUMAN	21120
Vector	FU000385	Q96IZ7		1	sp|Q96IZ7|RSRC1_HUMAN	334	RSRC1_HUMAN	36740
Vector	FU000385	P23193		1	sp|P23193|TCEA1_HUMAN	301	TCEA1_HUMAN	33110
Vector	FU000385	P31943		4	sp|P31943|HNRH1_HUMAN	449	HNRH1_HUMAN	49390
Vector	FU000385	P62241		2	sp|P62241|RS8_HUMAN	208	RS8_HUMAN	22880
Vector	FU000385	Q9H2U1		4	sp|Q9H2U1|DHX36_HUMAN	1008	DHX36_HUMAN	110880
Vector	FU000385	P47756		2	sp|P47756|CAPZB_HUMAN	277	CAPZB_HUMAN	30470
Vector	FU000385	Q13541		4	sp|Q13541|4EBP1_HUMAN	118	4EBP1_HUMAN	12980
Vector	FU000385	O60716		1	sp|O60716|CTND1_HUMAN	968	CTND1_HUMAN	106480
Vector	FU000385	Q9P021		4	sp|Q9P021|CRIPT_HUMAN	101	CRIPT_HUMAN	11110
Vector	FU000385	P09429		6	sp|P09429|HMGB1_HUMAN	215	HMGB1_HUMAN	23650
Vector	FU000385	Q14686		1	sp|Q14686|NCOA6_HUMAN	2063	NCOA6_HUMAN	226930
Vector	FU000385	P16152		10	sp|P16152|CBR1_HUMAN	277	CBR1_HUMAN	30470
Vector	FU000385	P18621		4	sp|P18621|RL17_HUMAN	184	RL17_HUMAN	20240
Vector	FU000385	P60866		14	sp|P60866|RS20_HUMAN	119	RS20_HUMAN	13090
Vector	FU000385	Q71UM5		2	sp|Q71UM5|RS27L_HUMAN	84	RS27L_HUMAN	9240
Vector	FU000385	P62269		9	sp|P62269|RS18_HUMAN	152	RS18_HUMAN	16720
Vector	FU000385	P07195		2	sp|P07195|LDHB_HUMAN	334	LDHB_HUMAN	36740
Vector	FU000385	P17844		10	sp|P17844|DDX5_HUMAN	614	DDX5_HUMAN	67540
Vector	FU000385	Q7RTV0		1	sp|Q7RTV0|PHF5A_HUMAN	110	PHF5A_HUMAN	12100
Vector	FU000385	P53999		21	sp|P53999|TCP4_HUMAN	127	TCP4_HUMAN	13970
Vector	FU000385	P49915		1	sp|P49915|GUAA_HUMAN	693	GUAA_HUMAN	76230
Vector	FU000385	Q8TA86		21	sp|Q8TA86|RP9_HUMAN	221	RP9_HUMAN	24310
Vector	FU000385	P0DPB5		2	sp|P0DPB5|RPC22_HUMAN	122	RPC22_HUMAN	13420
Vector	FU000385	P55789		2	sp|P55789|ALR_HUMAN	205	ALR_HUMAN	22550
Vector	FU000385	O95336		5	sp|O95336|6PGL_HUMAN	258	6PGL_HUMAN	28380
Vector	FU000385	Q9Y3E2		5	sp|Q9Y3E2|BOLA1_HUMAN	137	BOLA1_HUMAN	15070
Vector	FU000385	Q9Y4X0		3	sp|Q9Y4X0|AMMR1_HUMAN	333	AMMR1_HUMAN	36630
Vector	FU000385	Q8WX93		1	sp|Q8WX93|PALLD_HUMAN	1383	PALLD_HUMAN	152130
Vector	FU000385	Q9H910		5	sp|Q9H910|JUPI2_HUMAN	190	JUPI2_HUMAN	20900
Vector	FU000385	Q9HD42		2	sp|Q9HD42|CHM1A_HUMAN	196	CHM1A_HUMAN	21560
Vector	FU000385	P11498		174	sp|P11498|PYC_HUMAN	1178	PYC_HUMAN	129580
Vector	FU000385	P20290		2	sp|P20290|BTF3_HUMAN	206	BTF3_HUMAN	22660
Vector	FU000385	Q5T440		6	sp|Q5T440|CAF17_HUMAN	356	CAF17_HUMAN	39160
Vector	FU000385	Q6KC79		1	sp|Q6KC79|NIPBL_HUMAN	2804	NIPBL_HUMAN	308440
Vector	FU000385	Q92499		2	sp|Q92499|DDX1_HUMAN	740	DDX1_HUMAN	81400
Vector	FU000385	P61513		4	sp|P61513|RL37A_HUMAN	92	RL37A_HUMAN	10120
Vector	FU000385	O95372		1	sp|O95372|LYPA2_HUMAN	231	LYPA2_HUMAN	25410
Vector	FU000385	Q9BTE3		3	sp|Q9BTE3|MCMBP_HUMAN	642	MCMBP_HUMAN	70620
Vector	FU000385	Q7Z5P9		1	sp|Q7Z5P9|MUC19_HUMAN	8384	MUC19_HUMAN	922240
Vector	FU000385	P68036		5	sp|P68036|UB2L3_HUMAN	154	UB2L3_HUMAN	16940
Vector	FU000385	P21266		1	sp|P21266|GSTM3_HUMAN	225	GSTM3_HUMAN	24750
Vector	FU000385	P62081		3	sp|P62081|RS7_HUMAN	194	RS7_HUMAN	21340
Vector	FU000385	P27695		2	sp|P27695|APEX1_HUMAN	318	APEX1_HUMAN	34980
Vector	FU000385	Q9H9A6		3	sp|Q9H9A6|LRC40_HUMAN	602	LRC40_HUMAN	66220
Vector	FU000385	P84103		12	sp|P84103|SRSF3_HUMAN	164	SRSF3_HUMAN	18040
Vector	FU000385	Q13685		1	sp|Q13685|AAMP_HUMAN	434	AAMP_HUMAN	47740
Vector	FU000385	P29590		2	sp|P29590|PML_HUMAN	882	PML_HUMAN	97020
Vector	FU000385	Q9NYU2		3	sp|Q9NYU2|UGGG1_HUMAN	1555	UGGG1_HUMAN	171050
Vector	FU000385	Q8WWM7		9	sp|Q8WWM7|ATX2L_HUMAN	1075	ATX2L_HUMAN	118250
Vector	FU000385	P49674		2	sp|P49674|KC1E_HUMAN	416	KC1E_HUMAN	45760
Vector	FU000385	Q96AG4		2	sp|Q96AG4|LRC59_HUMAN	307	LRC59_HUMAN	33770
Vector	FU000385	Q96EI5		1	sp|Q96EI5|TCAL4_HUMAN	215	TCAL4_HUMAN	23650
Vector	FU000385	P62277		1	sp|P62277|RS13_HUMAN	151	RS13_HUMAN	16610
Vector	FU000385	Q7Z5L9		7	sp|Q7Z5L9|I2BP2_HUMAN	587	I2BP2_HUMAN	64570
Vector	FU000385	P78346		2	sp|P78346|RPP30_HUMAN	268	RPP30_HUMAN	29480
Vector	FU000385	P42766		1	sp|P42766|RL35_HUMAN	123	RL35_HUMAN	13530
Vector	FU000385	P54819		3	sp|P54819|KAD2_HUMAN	239	KAD2_HUMAN	26290
Vector	FU000385	Q9NZW5		1	sp|Q9NZW5|MPP6_HUMAN	540	MPP6_HUMAN	59400
Vector	FU000385	Q8IXB1		20	sp|Q8IXB1|DJC10_HUMAN	793	DJC10_HUMAN	87230
Vector	FU000385	P26373		1	sp|P26373|RL13_HUMAN	211	RL13_HUMAN	23210
Vector	FU000385	Q9H2U2		1	sp|Q9H2U2|IPYR2_HUMAN	334	IPYR2_HUMAN	36740
Vector	FU000385	P15531		5	sp|P15531|NDKA_HUMAN	152	NDKA_HUMAN	16720
Vector	FU000385	O00170		9	sp|O00170|AIP_HUMAN	330	AIP_HUMAN	36300
Vector	FU000385	Q7L3T8		3	sp|Q7L3T8|SYPM_HUMAN	475	SYPM_HUMAN	52250
Vector	FU000385	P58546		3	sp|P58546|MTPN_HUMAN	118	MTPN_HUMAN	12980
Vector	FU000385	Q8NE71		10	sp|Q8NE71|ABCF1_HUMAN	845	ABCF1_HUMAN	92950
Vector	FU000385	Q15464		5	sp|Q15464|SHB_HUMAN	509	SHB_HUMAN	55990
Vector	FU000385	Q96I25		19	sp|Q96I25|SPF45_HUMAN	401	SPF45_HUMAN	44110
Vector	FU000385	P05114		3	sp|P05114|HMGN1_HUMAN	100	HMGN1_HUMAN	11000
Vector	FU000385	Q9NUI1		3	sp|Q9NUI1|DECR2_HUMAN	292	DECR2_HUMAN	32120
Vector	FU000385	A8K7I4		1	sp|A8K7I4|CLCA1_HUMAN	914	CLCA1_HUMAN	100540
Vector	FU000385	Q9BSD7		7	sp|Q9BSD7|NTPCR_HUMAN	190	NTPCR_HUMAN	20900
Vector	FU000385	Q9HCG8		4	sp|Q9HCG8|CWC22_HUMAN	908	CWC22_HUMAN	99880
Vector	FU000385	P46109		25	sp|P46109|CRKL_HUMAN	303	CRKL_HUMAN	33330
Vector	FU000385	Q8IYB3		4	sp|Q8IYB3|SRRM1_HUMAN	904	SRRM1_HUMAN	99440
Vector	FU000385	Q96C57		1	sp|Q96C57|CL043_HUMAN	262	CL043_HUMAN	28820
Vector	FU000385	P53597		2	sp|P53597|SUCA_HUMAN	346	SUCA_HUMAN	38060
Vector	FU000385	Q86UK7		2	sp|Q86UK7|ZN598_HUMAN	904	ZN598_HUMAN	99440
Vector	FU000385	Q9Y383		36	sp|Q9Y383|LC7L2_HUMAN	392	LC7L2_HUMAN	43120
Vector	FU000385	Q8IWZ3		1	sp|Q8IWZ3|ANKH1_HUMAN	2542	ANKH1_HUMAN	279620
Vector	FU000385	Q2TBE0		3	sp|Q2TBE0|C19L2_HUMAN	894	C19L2_HUMAN	98340
Vector	FU000385	P23284		30	sp|P23284|PPIB_HUMAN	216	PPIB_HUMAN	23760
Vector	FU000385	Q99873		2	sp|Q99873|ANM1_HUMAN	361	ANM1_HUMAN	39710
Vector	FU000385	Q96LB3		5	sp|Q96LB3|IFT74_HUMAN	600	IFT74_HUMAN	66000
Vector	FU000385	Q00839		1	sp|Q00839|HNRPU_HUMAN	825	HNRPU_HUMAN	90750
Vector	FU000385	P14621		1	sp|P14621|ACYP2_HUMAN	99	ACYP2_HUMAN	10890
Vector	FU000385	P63208		1	sp|P63208|SKP1_HUMAN	163	SKP1_HUMAN	17930
Vector	FU000385	P51610		2	sp|P51610|HCFC1_HUMAN	2035	HCFC1_HUMAN	223850
Vector	FU000385	P63167		2	sp|P63167|DYL1_HUMAN	89	DYL1_HUMAN	9790
Vector	FU000385	P38919		1	sp|P38919|IF4A3_HUMAN	411	IF4A3_HUMAN	45210
Vector	FU000385	P50747		7	sp|P50747|BPL1_HUMAN	726	BPL1_HUMAN	79860
Vector	FU000385	Q6FI81		11	sp|Q6FI81|CPIN1_HUMAN	312	CPIN1_HUMAN	34320
Vector	FU000385	O00763		15	sp|O00763|ACACB_HUMAN	2458	ACACB_HUMAN	270380
Vector	FU000387	P29372		10	sp|P29372|3MG_HUMAN	298	3MG_HUMAN	32780
Vector	FU000387	P32121		17	sp|P32121|ARRB2_HUMAN	409	ARRB2_HUMAN	44990
Vector	FU000387	O75937		2	sp|O75937|DNJC8_HUMAN	253	DNJC8_HUMAN	27830
Vector	FU000387	Q02978		2	sp|Q02978|M2OM_HUMAN	314	M2OM_HUMAN	34540
Vector	FU000387	P63244		7	sp|P63244|RACK1_HUMAN	317	RACK1_HUMAN	34870
Vector	FU000387	Q9BX10		1	sp|Q9BX10|GTPB2_HUMAN	602	GTPB2_HUMAN	66220
Vector	FU000387	P62829		13	sp|P62829|RL23_HUMAN	140	RL23_HUMAN	15400
Vector	FU000387	P25205		7	sp|P25205|MCM3_HUMAN	808	MCM3_HUMAN	88880
Vector	FU000387	Q9Y2Z0		1	sp|Q9Y2Z0|SGT1_HUMAN	365	SGT1_HUMAN	40150
Vector	FU000387	P84090		3	sp|P84090|ERH_HUMAN	104	ERH_HUMAN	11440
Vector	FU000387	A1KXE4		2	sp|A1KXE4|F168B_HUMAN	195	F168B_HUMAN	21450
Vector	FU000387	O43353		1	sp|O43353|RIPK2_HUMAN	540	RIPK2_HUMAN	59400
Vector	FU000387	P84098		2	sp|P84098|RL19_HUMAN	196	RL19_HUMAN	21560
Vector	FU000387	Q8N5F7		7	sp|Q8N5F7|NKAP_HUMAN	415	NKAP_HUMAN	45650
Vector	FU000387	Q9BRP1		3	sp|Q9BRP1|PDD2L_HUMAN	358	PDD2L_HUMAN	39380
Vector	FU000387	Q9NWB6		5	sp|Q9NWB6|ARGL1_HUMAN	273	ARGL1_HUMAN	30030
Vector	FU000387	P09651		2	sp|P09651|ROA1_HUMAN	372	ROA1_HUMAN	40920
Vector	FU000387	P13797		2	sp|P13797|PLST_HUMAN	630	PLST_HUMAN	69300
Vector	FU000387	P55081		2	sp|P55081|MFAP1_HUMAN	439	MFAP1_HUMAN	48290
Vector	FU000387	Q9NP64		23	sp|Q9NP64|NO40_HUMAN	241	NO40_HUMAN	26510
Vector	FU000387	Q9BTE7		2	sp|Q9BTE7|DCNL5_HUMAN	237	DCNL5_HUMAN	26070
Vector	FU000387	Q13428		6	sp|Q13428|TCOF_HUMAN	1488	TCOF_HUMAN	163680
Vector	FU000387	P35080		7	sp|P35080|PROF2_HUMAN	140	PROF2_HUMAN	15400
Vector	FU000387	P78549		1	sp|P78549|NTH_HUMAN	312	NTH_HUMAN	34320
Vector	FU000387	Q15843		2	sp|Q15843|NEDD8_HUMAN	81	NEDD8_HUMAN	8910
Vector	FU000387	Q3MHD2		2	sp|Q3MHD2|LSM12_HUMAN	195	LSM12_HUMAN	21450
Vector	FU000387	Q15056		1	sp|Q15056|IF4H_HUMAN	248	IF4H_HUMAN	27280
Vector	FU000387	P05204		6	sp|P05204|HMGN2_HUMAN	90	HMGN2_HUMAN	9900
Vector	FU000387	P01583		1	sp|P01583|IL1A_HUMAN	271	IL1A_HUMAN	29810
Vector	FU000387	P35268		7	sp|P35268|RL22_HUMAN	128	RL22_HUMAN	14080
Vector	FU000387	P15170		1	sp|P15170|ERF3A_HUMAN	499	ERF3A_HUMAN	54890
Vector	FU000387	Q9BRA2		1	sp|Q9BRA2|TXD17_HUMAN	123	TXD17_HUMAN	13530
Vector	FU000387	Q15654		5	sp|Q15654|TRIP6_HUMAN	476	TRIP6_HUMAN	52360
Vector	FU000387	P49915		2	sp|P49915|GUAA_HUMAN	693	GUAA_HUMAN	76230
Vector	FU000387	Q9H0G5		1	sp|Q9H0G5|NSRP1_HUMAN	558	NSRP1_HUMAN	61380
Vector	FU000387	P36969		8	sp|P36969|GPX4_HUMAN	197	GPX4_HUMAN	21670
Vector	FU000387	O75400		8	sp|O75400|PR40A_HUMAN	957	PR40A_HUMAN	105270
Vector	FU000387	Q04837		1	sp|Q04837|SSBP_HUMAN	148	SSBP_HUMAN	16280
Vector	FU000387	Q00325		2	sp|Q00325|MPCP_HUMAN	362	MPCP_HUMAN	39820
Vector	FU000387	Q01813		1	sp|Q01813|PFKAP_HUMAN	784	PFKAP_HUMAN	86240
Vector	FU000387	Q16630		2	sp|Q16630|CPSF6_HUMAN	551	CPSF6_HUMAN	60610
Vector	FU000387	O43482		4	sp|O43482|MS18B_HUMAN	229	MS18B_HUMAN	25190
Vector	FU000387	P61978		17	sp|P61978|HNRPK_HUMAN	463	HNRPK_HUMAN	50930
Vector	FU000387	Q14498		30	sp|Q14498|RBM39_HUMAN	530	RBM39_HUMAN	58300
Vector	FU000387	P62979		4	sp|P62979|RS27A_HUMAN	156	RS27A_HUMAN	17160
Vector	FU000387	Q3ZCM7		5	sp|Q3ZCM7|TBB8_HUMAN	444	TBB8_HUMAN	48840
Vector	FU000387	O60547		3	sp|O60547|GMDS_HUMAN	372	GMDS_HUMAN	40920
Vector	FU000387	Q9BYC8		5	sp|Q9BYC8|RM32_HUMAN	188	RM32_HUMAN	20680
Vector	FU000387	Q9Y3I0		1	sp|Q9Y3I0|RTCB_HUMAN	505	RTCB_HUMAN	55550
Vector	FU000387	Q13322		1	sp|Q13322|GRB10_HUMAN	594	GRB10_HUMAN	65340
Vector	FU000387	Q15365		16	sp|Q15365|PCBP1_HUMAN	356	PCBP1_HUMAN	39160
Vector	FU000387	P08708		1	sp|P08708|RS17_HUMAN	135	RS17_HUMAN	14850
Vector	FU000387	P27348		2	sp|P27348|1433T_HUMAN	245	1433T_HUMAN	26950
Vector	FU000387	P00558		1	sp|P00558|PGK1_HUMAN	417	PGK1_HUMAN	45870
Vector	FU000387	Q9Y2B0		1	sp|Q9Y2B0|CNPY2_HUMAN	182	CNPY2_HUMAN	20020
Vector	FU000387	Q9UMS4		1	sp|Q9UMS4|PRP19_HUMAN	504	PRP19_HUMAN	55440
Vector	FU000387	O43809		5	sp|O43809|CPSF5_HUMAN	227	CPSF5_HUMAN	24970
Vector	FU000387	P51571		1	sp|P51571|SSRD_HUMAN	173	SSRD_HUMAN	19030
Vector	FU000387	P05165		64	sp|P05165|PCCA_HUMAN	728	PCCA_HUMAN	80080
Vector	FU000387	P09769		1	sp|P09769|FGR_HUMAN	529	FGR_HUMAN	58190
Vector	FU000387	Q13526		6	sp|Q13526|PIN1_HUMAN	163	PIN1_HUMAN	17930
Vector	FU000387	P62266		3	sp|P62266|RS23_HUMAN	143	RS23_HUMAN	15730
Vector	FU000387	P27816		3	sp|P27816|MAP4_HUMAN	1152	MAP4_HUMAN	126720
Vector	FU000387	Q8N6N3		2	sp|Q8N6N3|CA052_HUMAN	182	CA052_HUMAN	20020
Vector	FU000387	A6NDG6		13	sp|A6NDG6|PGP_HUMAN	321	PGP_HUMAN	35310
Vector	FU000387	O95881		9	sp|O95881|TXD12_HUMAN	172	TXD12_HUMAN	18920
Vector	FU000387	O75694		6	sp|O75694|NU155_HUMAN	1391	NU155_HUMAN	153010
Vector	FU000387	P06730		3	sp|P06730|IF4E_HUMAN	217	IF4E_HUMAN	23870
Vector	FU000387	P99999		1	sp|P99999|CYC_HUMAN	105	CYC_HUMAN	11550
Vector	FU000387	Q8IZQ5		2	sp|Q8IZQ5|SELH_HUMAN	122	SELH_HUMAN	13420
Vector	FU000387	P68104		1	sp|P68104|EF1A1_HUMAN	462	EF1A1_HUMAN	50820
Vector	FU000387	P31153		1	sp|P31153|METK2_HUMAN	395	METK2_HUMAN	43450
Vector	FU000387	Q9NQ29		8	sp|Q9NQ29|LUC7L_HUMAN	371	LUC7L_HUMAN	40810
Vector	FU000387	Q6IQ49		2	sp|Q6IQ49|SDE2_HUMAN	451	SDE2_HUMAN	49610
Vector	FU000387	Q9H257		1	sp|Q9H257|CARD9_HUMAN	536	CARD9_HUMAN	58960
