a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
Q1KMD3	1	747	N	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2NL82	1	804	N	0	0	0	0	4	5	3	1	0	0	0	0	0	0	1	0	2	1	7	4	0	0	0	0	0	0	1	0	3	2	0	0	1	0	1	0
Q2TAY7	1	513	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
Q2TBE0	1	894	N	3	3	2	4	3	1	5	3	11	2	10	6	1	4	18	5	3	5	2	4	1	1	4	8	2	0	17	1	36	5	3	12	0	25	0	4
Q32NC0	1	220	N	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	1	2	1	0	0	0	0	0	2	0	0	0	1	0	0	1	0	2	0
Q3B726	1	338	N	0	0	1	0	2	0	0	0	3	0	0	0	0	0	6	1	0	1	0	4	0	0	2	0	0	1	5	0	14	0	1	0	0	5	1	2
Q3KQU3	1	841	N	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3MHD2	1	195	N	2	2	3	4	2	2	2	1	1	2	2	2	3	2	2	2	2	1	2	2	2	2	2	2	1	1	0	2	0	2	2	2	2	0	2	3
Q3ZCM7	1	444	N	6	5	8	5	6	5	4	4	7	7	6	5	6	6	7	6	5	7	6	6	8	6	6	5	7	8	6	4	5	6	6	7	6	4	5	8
Q3ZCQ8	1	353	N	0	0	0	0	0	0	0	0	14	9	0	0	0	0	5	8	0	0	2	0	0	0	0	0	0	2	4	0	0	0	0	7	1	0	0	0
Q49A26	1	553	N	0	0	0	0	4	4	4	10	0	0	0	0	0	0	0	0	1	2	4	5	0	0	0	0	0	5	0	0	0	5	0	0	3	0	6	0
Q4G0J3	1	582	N	0	0	0	0	6	5	1	4	0	0	0	0	0	0	0	1	3	1	2	2	0	0	0	0	0	3	0	0	0	2	1	1	6	0	2	0
Q4KMP7	1	808	N	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	4	0	8	0	0	2	0	5	0	2
Q4VCS5	1	1084	N	0	3	5	3	0	1	0	0	7	1	1	0	2	0	3	3	0	0	2	1	0	0	2	0	2	0	1	2	0	0	2	4	0	0	0	2
Q53H12	1	422	N	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
Q53R41	1	847	N	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Q53RE8	1	183	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q5BKY9	1	247	N	2	4	4	4	7	6	5	3	7	7	9	5	4	4	5	5	2	4	6	6	1	2	7	8	4	6	9	9	13	6	6	9	5	10	2	6
Q5BKZ1	1	582	N	0	0	0	0	5	6	2	2	0	0	0	0	0	0	0	0	1	3	5	4	0	0	0	0	0	3	0	0	0	3	0	0	4	0	2	0
Q5C9Z4	1	860	N	0	0	0	0	1	1	2	5	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0
Q5HYJ3	1	339	N	0	2	2	0	0	0	0	0	2	0	0	0	0	0	5	2	0	0	0	2	0	0	1	0	0	0	4	0	8	0	0	0	0	6	0	0
Q5JSZ5	1	2229	N	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JTH9	1	1297	N	0	0	0	0	15	19	5	11	0	0	0	0	0	0	0	0	4	7	16	11	0	0	0	0	0	12	0	0	0	8	0	0	14	0	5	0
Q5MNZ6	1	344	N	2	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	0	0
Q5RKV6	1	272	N	0	0	0	0	4	2	4	3	0	0	0	0	0	0	0	0	3	3	3	3	0	0	0	0	0	2	0	0	0	4	0	0	4	0	0	0
Q5SQI0	1	421	N	0	0	3	2	3	2	0	1	3	1	0	5	2	1	3	2	0	1	1	1	0	0	0	1	1	0	0	0	0	2	2	2	0	0	0	0
Q5SSJ5	1	553	N	0	0	0	0	7	6	6	8	0	0	0	0	0	0	0	0	4	5	6	6	0	0	0	0	0	4	0	0	0	7	0	0	5	0	6	0
Q5SW79	1	1584	N	0	0	0	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5SY16	1	702	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T1H1	1	3165	N	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Q5T3I0	1	446	N	0	0	0	0	21	25	18	16	0	0	0	0	0	0	0	0	9	14	20	18	0	0	0	0	0	14	0	0	0	18	0	0	18	0	11	0
Q5T440	1	356	N	6	5	7	8	10	7	8	9	9	9	11	7	9	11	8	9	4	7	3	7	4	9	8	7	8	6	6	14	6	7	6	8	9	7	6	6
Q5T8P6	1	1007	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Q5T9A4	1	648	N	0	0	0	0	18	12	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	0	0	0	0	14	0	0	0	0	0	0	8	0	0	0
Q5TAX3	1	1644	N	1	1	0	2	1	1	0	1	1	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Q5THR3	1	1501	N	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Q5VTB9	1	566	N	5	5	6	5	4	7	7	6	10	7	13	9	11	8	4	5	4	5	4	3	4	5	5	6	9	5	6	11	9	8	7	9	6	8	4	4
Q5VTL8	1	546	N	16	15	20	17	18	15	20	21	23	20	20	22	18	18	31	21	19	18	21	24	10	15	17	18	18	20	27	13	32	17	20	24	23	28	16	20
Q5W111	1	196	N	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q63HN8	1	5207	N	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0
Q66GS9	1	1140	N	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q66PJ3	1	421	N	2	1	3	2	3	4	2	2	5	4	3	5	3	4	5	3	3	3	3	4	1	4	4	5	6	1	2	4	5	3	5	4	2	3	3	5
Q68D10	1	685	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
Q6DCA0	1	310	N	2	5	6	3	5	4	1	0	7	2	4	3	3	6	3	4	1	0	2	3	1	3	3	4	4	3	5	4	3	0	2	4	3	4	0	4
Q6DKI1	1	246	N	0	0	0	0	4	4	2	2	0	0	0	0	0	0	0	0	3	1	2	2	0	0	0	0	0	1	0	0	0	2	0	0	2	0	2	0
Q6FI81	1	312	N	11	12	14	11	6	5	5	4	6	16	15	16	6	10	9	15	5	7	4	3	9	10	13	10	14	7	4	7	3	3	16	7	7	3	5	10
Q6GMV1	1	187	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IQ49	1	451	N	3	2	2	1	3	2	3	1	2	2	3	2	2	3	1	2	1	0	1	0	0	2	0	0	2	1	4	0	4	1	3	2	1	0	0	0
Q6KC79	1	2804	N	1	0	1	2	2	1	0	1	3	1	5	6	2	3	3	2	0	0	1	3	0	0	3	0	2	1	0	0	6	0	3	4	2	3	2	0
Q6L8Q7	1	609	N	0	0	1	0	0	1	0	0	2	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NTE8	1	343	N	0	0	1	2	1	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	1	0
Q6NW34	1	567	N	0	0	0	0	3	2	0	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0
Q6P087	1	351	N	5	3	6	3	2	4	1	2	3	4	6	6	2	5	2	1	0	0	1	1	2	1	3	5	2	0	1	2	6	0	3	2	1	6	1	1
Q6P158	1	1386	N	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q6P161	1	138	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Q6P1L8	1	145	N	10	9	9	12	8	10	9	9	10	13	11	11	8	10	6	8	8	10	10	12	7	9	8	11	8	10	8	8	9	11	10	9	5	10	6	10
Q6P1Q9	1	378	N	1	1	1	2	1	1	0	0	0	0	1	1	0	1	1	1	1	0	1	2	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1
Q6P1X5	1	1199	N	0	0	0	0	1	2	1	2	0	0	1	0	1	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
Q6P2E9	1	1401	N	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	5	0	0	0	0	0	0	6	0	0	0
Q6P2Q9	1	2335	N	0	0	0	0	6	11	4	6	0	0	0	0	0	0	0	0	2	1	4	5	0	0	0	0	0	4	0	0	0	6	0	0	1	0	3	0
Q6P4A7	1	337	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Q6P5R6	1	122	N	5	4	3	6	6	4	5	3	5	4	6	4	5	5	7	6	5	5	3	6	4	4	6	5	4	4	4	4	6	4	4	4	4	4	4	2
Q6P6C2	1	394	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0
Q6PCE3	1	622	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q6PIF6	1	2116	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q6PJ69	1	517	N	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Q6PK04	1	289	N	0	0	0	0	8	7	3	6	0	0	0	0	0	0	0	0	4	2	7	7	0	0	0	0	0	5	0	0	0	3	0	0	8	0	4	0
Q6PKG0	1	1096	N	0	0	0	0	8	2	9	11	0	0	0	0	0	0	0	0	7	15	5	10	0	0	0	0	0	5	0	0	0	11	0	0	2	0	15	0
Q6QNY1	1	142	N	0	0	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0
Q6UB35	1	978	N	0	2	2	0	0	1	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Q6UN15	1	594	N	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0
Q6UWP8	1	590	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6Y7W6	1	1299	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q6ZN17	1	250	N	0	0	1	0	3	2	2	3	0	0	0	0	0	0	0	0	1	3	3	2	0	1	0	0	0	3	0	0	1	3	0	0	3	0	2	0
Q6ZUT1	1	292	N	0	2	0	2	1	1	0	1	6	2	2	1	2	1	7	1	0	1	0	1	0	1	0	1	1	0	3	0	10	0	3	7	0	4	0	5
Q70CQ2	1	3546	N	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
Q70Z53	1	315	N	6	10	7	10	9	7	8	7	10	7	7	8	5	5	15	9	4	6	5	6	4	7	7	9	8	7	18	6	24	6	8	10	4	21	4	7
Q71UM5	1	84	N	2	2	3	3	5	6	4	5	3	7	4	5	4	4	6	6	5	5	6	6	2	5	5	4	4	6	6	4	6	6	6	5	6	7	5	3
Q7L014	1	1031	N	21	17	15	17	21	15	14	7	33	18	15	13	5	11	58	22	5	12	9	34	5	8	11	20	25	15	49	16	85	8	24	37	8	52	7	20
Q7L0Y3	1	403	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
Q7L2E3	1	1194	N	0	0	0	0	69	53	27	25	0	0	0	0	0	0	0	0	22	23	53	49	0	0	0	0	0	50	0	0	0	29	0	0	50	0	24	0
Q7L2J0	1	689	N	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
Q7L3T8	1	475	N	3	4	5	3	2	2	1	1	1	2	2	7	2	5	1	2	0	0	1	2	0	3	3	1	2	0	2	3	0	1	1	1	1	3	0	1
Q7L4I2	1	434	N	12	13	15	16	16	13	16	16	13	14	14	14	8	13	13	8	12	10	12	17	11	10	15	9	10	12	14	9	21	16	17	14	12	16	12	15
Q7LGA3	1	356	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7RTV0	1	110	N	1	0	2	1	4	4	3	4	2	0	0	0	0	1	0	1	3	2	3	5	0	0	0	0	0	4	0	1	1	2	1	1	4	0	1	0
Q7Z2T5	1	733	N	0	0	0	0	9	6	8	7	0	0	0	0	0	0	0	0	6	8	7	4	0	0	0	0	0	7	0	0	0	7	0	0	7	0	7	0
Q7Z2W4	1	902	N	0	0	0	0	67	78	29	32	0	0	0	0	0	0	0	0	33	27	69	60	0	0	0	0	0	68	0	0	0	29	0	0	66	0	41	0
Q7Z417	1	695	N	2	1	1	1	4	1	3	2	1	1	1	3	2	4	5	4	0	4	5	7	0	0	3	4	1	4	4	4	8	3	0	2	3	5	0	2
Q7Z5L9	1	587	N	7	14	11	12	11	13	8	12	17	14	19	19	12	15	18	13	7	10	6	11	3	8	9	15	16	4	15	9	21	11	17	17	11	15	9	7
Q7Z5P9	1	8384	N	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0
Q7Z6K5	1	226	N	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z739	1	585	N	0	0	0	0	3	2	1	0	1	0	1	1	0	0	0	0	1	0	2	2	0	0	2	0	1	2	0	0	0	0	1	2	2	0	0	2
Q7Z7K0	1	106	N	4	4	3	2	5	3	2	2	4	2	4	4	4	3	4	3	3	2	3	3	2	2	3	3	2	2	3	4	3	4	5	2	4	4	3	4
Q7Z7K6	1	275	N	0	0	0	0	2	3	5	6	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	1	0	0	0	10	0	0	3	0	5	0
Q86SX6	1	157	N	2	4	5	5	2	3	3	0	1	2	6	2	4	4	1	1	0	1	1	2	2	3	3	4	2	1	0	4	0	4	4	2	2	0	1	3
Q86T03	1	277	N	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0
Q86U28	1	154	N	0	0	0	0	0	0	1	0	1	1	2	1	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0
Q86U42	1	306	N	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0
Q86U90	1	279	N	5	8	5	5	3	4	3	6	7	3	4	8	6	7	5	4	4	6	5	7	3	7	6	5	4	3	5	5	4	5	5	3	3	3	5	4
Q86UE4	1	582	N	0	0	0	0	10	13	15	0	0	0	0	0	0	0	0	0	4	5	0	3	0	0	0	0	0	4	0	0	0	11	0	0	0	0	9	0
Q86UK7	1	904	N	2	4	4	7	4	3	2	2	3	2	6	4	5	3	4	4	2	2	2	3	4	4	3	5	3	2	2	4	0	2	3	4	2	2	2	3
Q86UP2	1	1357	N	0	2	0	0	1	2	0	0	1	1	1	1	2	1	2	1	0	2	1	2	1	1	2	1	1	1	0	2	0	1	1	2	2	0	2	1
Q86V81	1	257	N	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	5	0	0	2	0	8	0
Q86VD1	1	984	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Q86WR7	1	435	N	1	1	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Q86WW8	1	74	N	0	0	0	1	0	0	0	0	3	2	6	7	2	0	2	1	0	0	0	1	0	1	1	0	2	0	1	3	6	1	0	1	0	4	2	1
Q86WX3	1	136	N	1	1	1	1	0	0	2	0	0	0	1	2	1	3	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0
Q86X55	1	608	N	1	2	1	2	0	0	0	0	2	0	2	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	1	0	1	0	1
Q86XP3	1	938	N	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0
Q86Y78	1	171	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUG5	1	2567	N	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q8IWP9	1	274	N	0	0	2	0	1	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	3	0	1	0
Q8IWQ3	1	736	N	6	5	7	6	8	6	4	3	7	5	10	8	2	4	2	6	0	0	2	1	1	2	6	4	6	4	3	2	6	2	6	7	3	4	1	7
Q8IWS0	1	365	N	12	14	14	18	22	18	17	19	23	13	12	18	13	22	41	22	17	18	20	26	10	13	22	16	17	15	33	12	50	12	20	22	12	42	10	20
Q8IWX8	1	916	N	25	25	23	30	32	25	32	31	37	29	42	44	34	33	40	33	34	30	31	33	23	28	29	32	35	40	28	40	41	31	37	38	33	30	36	30
Q8IWZ3	1	2542	N	1	0	1	2	0	2	0	2	1	0	2	2	2	0	2	2	2	1	1	0	0	0	0	0	2	0	0	0	2	2	1	2	0	0	2	0
Q8IX01	1	1082	N	0	0	0	0	2	4	3	3	0	0	0	0	0	0	0	0	4	4	4	5	0	0	0	0	0	2	0	0	0	6	0	0	3	0	4	0
Q8IXB1	1	793	N	20	24	26	24	16	18	18	18	23	25	22	27	22	17	19	22	12	14	12	10	12	21	22	24	22	16	18	29	18	20	21	21	15	20	18	24
Q8IY57	1	180	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q8IY67	1	606	N	7	6	7	6	2	1	2	0	5	7	8	6	6	4	8	7	2	1	2	2	2	1	6	4	9	0	4	7	3	1	8	5	2	5	2	6
Q8IY81	1	847	N	0	0	0	0	11	10	11	13	0	0	0	0	0	0	0	0	7	7	8	7	0	0	0	0	0	9	0	0	0	14	0	0	7	0	9	0
Q8IYB3	1	904	N	4	4	0	4	4	5	2	4	6	2	1	3	0	0	6	2	0	2	1	6	0	0	2	2	2	2	4	0	8	1	1	4	0	7	1	3
Q8IYB5	1	467	N	2	2	2	2	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	0	2	2	4	2	3	2	2	2	2	2	2	2	3
Q8IYL3	1	243	N	0	1	2	1	2	2	0	0	2	1	0	1	0	0	2	0	1	1	1	0	0	1	1	0	1	0	0	1	2	0	1	0	2	2	0	0
Q8IYN2	1	117	N	2	1	2	2	2	5	0	1	1	2	2	0	2	4	1	3	2	0	1	1	0	0	1	0	0	0	0	2	1	1	0	1	1	0	0	0
Q8IZH2	1	1706	N	0	0	1	0	2	2	2	1	0	0	0	0	0	0	0	0	1	4	3	1	0	0	0	0	0	2	0	0	0	4	0	0	3	0	3	0
Q8IZL8	1	1130	N	0	0	0	0	1	2	1	4	0	0	0	0	0	0	0	0	3	1	4	3	0	0	0	0	0	3	0	0	0	2	0	0	1	0	3	0
Q8IZQ5	1	122	N	0	2	1	6	3	4	4	4	2	5	6	4	5	1	8	9	2	1	3	3	3	4	2	3	8	7	8	4	9	2	4	5	3	5	4	6
Q8N163	1	923	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q8N1G4	1	583	N	3	2	3	5	3	3	1	3	12	4	2	4	1	4	28	6	2	1	0	14	0	2	3	6	10	2	28	3	43	1	10	12	2	37	2	9
Q8N4Q1	1	142	N	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
Q8N4V1	1	131	N	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Q8N5F7	1	415	N	8	7	7	5	9	7	7	9	11	6	8	8	4	5	9	4	9	9	6	9	2	2	3	4	4	6	7	3	10	7	5	5	5	7	5	6
Q8N684	1	471	N	0	1	0	0	2	1	1	1	3	0	0	0	0	0	7	2	0	2	2	4	1	0	2	0	1	1	6	0	18	0	2	2	0	9	0	1
Q8N6N3	1	182	N	1	2	1	2	0	0	2	2	3	2	2	3	1	2	2	2	2	2	0	0	2	2	1	2	2	0	1	1	4	0	2	1	0	1	0	2
Q8N6N6	1	113	N	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
Q8N8A6	1	666	N	0	0	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	5	0	0	1	0	3	0
Q8N8S7	1	591	N	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0
Q8N9N8	1	165	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	1
Q8N9Q2	1	155	N	16	14	17	16	19	20	15	21	16	23	17	17	18	14	19	20	13	17	16	23	17	21	20	14	18	21	22	20	20	18	23	20	18	21	17	16
Q8N9T8	1	703	N	0	0	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	5	0	0	0	5	0	0	5	0	1	0
Q8NAV1	1	312	N	9	7	9	6	8	9	3	3	14	11	9	9	6	5	14	10	7	9	7	8	2	6	5	7	12	4	15	9	23	4	9	10	4	16	3	8
Q8NB15	1	262	N	2	3	2	1	1	0	0	0	2	1	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	3
Q8NBA8	1	298	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Q8NBS9	1	432	N	9	6	11	11	9	15	5	11	12	14	19	17	10	11	12	9	5	7	5	4	8	12	14	10	14	6	7	15	8	11	13	12	6	7	8	8
Q8NC51	1	408	N	8	11	8	9	10	8	6	7	8	6	7	11	4	6	7	12	8	11	8	10	9	7	8	10	9	7	8	17	13	9	8	5	11	9	7	7
Q8ND56	1	463	N	1	1	1	2	1	3	1	2	2	2	2	3	2	2	0	2	1	1	3	1	1	2	2	0	1	0	0	0	1	2	1	2	2	2	2	0
Q8NDC0	1	245	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
Q8NE71	1	845	N	10	6	9	7	14	10	4	5	20	9	10	14	9	10	39	11	5	12	10	22	2	7	11	16	16	10	38	7	51	7	11	20	6	35	7	19
Q8NEJ9	1	315	N	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q8NEZ5	1	403	N	6	6	7	6	5	4	5	3	8	5	9	8	7	8	6	7	6	6	4	2	4	4	6	6	7	5	4	2	5	3	4	7	6	6	6	2
Q8NF37	1	534	N	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Q8NFW8	1	434	N	0	0	1	0	4	3	2	1	0	0	0	0	0	0	0	1	1	2	0	2	0	0	1	0	0	2	0	0	0	2	0	0	2	2	1	0
Q8NI27	1	1593	N	0	0	0	0	0	0	0	0	3	0	1	0	0	1	2	2	0	0	0	3	0	0	0	0	0	0	2	0	13	0	0	0	0	6	0	0
Q8NI36	1	951	N	0	0	0	0	8	8	2	4	0	0	0	0	0	0	0	0	0	2	6	7	0	0	0	0	0	4	0	0	0	3	0	0	9	0	1	0
Q8NI60	1	647	N	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q8TA86	1	221	N	21	26	26	22	22	24	18	23	35	28	32	29	26	26	26	34	19	29	20	17	24	24	29	31	31	22	27	32	29	20	26	34	22	31	20	26
Q8TAE8	1	222	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0
Q8TAV0	1	307	N	2	0	0	0	0	0	0	0	2	1	0	0	0	0	5	2	0	0	0	0	0	0	2	1	0	0	5	0	11	0	0	0	0	6	0	0
